game,in,out,minute,added_time,period,base_minute,stoppage,team,md
POLICE-vs-MBARARA,Denis Kaka Omony,Abudul Malik Bironse,46,no,2,46,0,MBARARA,1
POLICE-vs-MBARARA,Nasur Almahad Sadik,Latif Ssenkubuge,46,no,2,46,0,MBARARA,1
POLICE-vs-MBARARA,Ivan Eyamu,Abudshakur Ramsey Jemba,60,no,2,60,0,POLICE,1
POLICE-vs-MBARARA,Lawrence Tezikya,Charles Bbaale,60,no,2,60,0,POLICE,1
POLICE-vs-MBARARA,Reagan Steven Male,Brian James Obedi,60,no,2,60,0,POLICE,1
POLICE-vs-MBARARA,Gabriel Eragu,Innocent Wafula Esimu,63,no,2,63,0,MBARARA,1
POLICE-vs-MBARARA,Thomas Kakaire,Gadaffi Kacancu,63,no,2,63,0,MBARARA,1
POLICE-vs-MBARARA,Clinton Davico Kamugisha,Mike Walaga,79,no,2,79,0,MBARARA,1
POLICE-vs-MBARARA,Umaru Kasumba,Sizwe Mario Gwebu,83,no,2,83,0,POLICE,1
BUL-vs-MAROONS,Dickson Niwamanya,Abel Michael Eturude,46,no,2,46,0,MAROONS,2
BUL-vs-MAROONS,Jackson Nunda,Ivan Mayanja,46,no,2,46,0,MAROONS,2
BUL-vs-MAROONS,Nicholas Mwere,Isaac Wagoina,65,no,2,65,0,BUL,2
BUL-vs-MAROONS,Seiri Arigumaho,Abdul Karim Ndugwa,65,no,2,65,0,BUL,2
BUL-vs-MAROONS,Brian Nkuubi,Norman Borniface Odipio,69,no,2,69,0,MAROONS,2
BUL-vs-MAROONS,Simon Achidi,Martin Aprem,78,no,2,78,0,BUL,2
BUL-vs-MAROONS,Ibrahim Orit,Denis Ssewagudde,78,no,2,78,0,BUL,2
BUL-vs-MAROONS,Emmanuel Obua,Rogers Kiwanuka,78,no,2,78,0,MAROONS,2
BUL-vs-MAROONS,George Kasonko,Ibrahim Mugulusi,90,no,2,90,0,BUL,2
ENTEBBE-vs-LUGAZI,Jonathan Gift Odongo,Joel Male,17,no,1,17,0,ENTEBBE,2
ENTEBBE-vs-LUGAZI,Noordin Saddic Bunjo,Hassan Ssenyonjo,57,no,2,57,0,ENTEBBE,2
ENTEBBE-vs-LUGAZI,Junior Samuel Kawawa,Muhammad Kyeyune,57,no,2,57,0,ENTEBBE,2
ENTEBBE-vs-LUGAZI,John Kokas Alou,Julius Poloto,57,no,2,57,0,ENTEBBE,2
ENTEBBE-vs-LUGAZI,Ashiraf Mulindi,Freedom Mungudit,63,no,2,63,0,LUGAZI,2
ENTEBBE-vs-LUGAZI,Lumumba Norman Eluzai Brown,David Bagoole,63,no,2,63,0,LUGAZI,2
ENTEBBE-vs-LUGAZI,Edrine Junior Owachgiu,Juma Ssajjabi,63,no,2,63,0,LUGAZI,2
ENTEBBE-vs-LUGAZI,Joseph Othieno,Abdul Kalanzi,71,no,2,71,0,LUGAZI,2
ENTEBBE-vs-LUGAZI,Alfred Leku,Sharif Saaka,84,no,2,84,0,LUGAZI,2
ENTEBBE-vs-LUGAZI,Fazil Tumwine,Ambrose Kigozi,81,no,2,81,0,ENTEBBE,2
POLICE-vs-EXPRESS,Mikidadi Ssenyonga,John Asiimwe,46,no,2,46,0,EXPRESS,2
POLICE-vs-EXPRESS,Yosia Kisa,HAKIM WANDERA,46,no,2,46,0,EXPRESS,2
POLICE-vs-EXPRESS,Dennis Kalanzi,Brian James Obedi,56,no,2,56,0,POLICE,2
POLICE-vs-EXPRESS,Bedia Djuma Ikamba,Umaru Kasumba,56,no,2,56,0,POLICE,2
POLICE-vs-EXPRESS,Charles Bbaale,Sizwe Mario Gwebu,78,no,2,78,0,POLICE,2
POLICE-vs-EXPRESS,Rayn Figo Kizito,Abudshakur Ramsey Jemba,78,no,2,78,0,POLICE,2
POLICE-vs-EXPRESS,Habert Asiimwe,Richard Basangwa,79,no,2,79,0,EXPRESS,2
POLICE-vs-EXPRESS,Emmanuel Mugume,Saidi Kyeyune,83,no,2,83,0,POLICE,2
POLICE-vs-EXPRESS,Henry Wamala,Abdulahi Rashid,85,no,2,85,0,EXPRESS,2
URA-vs-NEC,Joseph Ssemujju,Nelson Senkatuka,75,no,2,75,0,URA,2
URA-vs-NEC,Paul Mucureezi,Dhata Joseph Stephen Lujang,75,no,2,75,0,NEC,2
URA-vs-NEC,James Jarieko,CHARLES MOSES WAIBI,75,no,2,75,0,NEC,2
URA-vs-NEC,Norman Namanya,Godfrey Sekibengo,87,no,2,87,0,URA,2
URA-vs-NEC,Nicholas Kabonge,Denis Luzige Kisiriko,94,yes,2,90,4,URA,2
URA-vs-NEC,Hudu Mulikyi,James Penz Begisa,94,yes,2,90,4,URA,2
BUHIMBA-vs-CALVARY,Allan Kiggundu,Julius Ocen,46,no,2,46,0,CALVARY,2
BUHIMBA-vs-CALVARY,ANDREW KIWANUKA,Bashir Asiku,46,no,2,46,0,CALVARY,2
BUHIMBA-vs-CALVARY,James Ssemambo,Simon Peter Odeke,60,no,2,60,0,CALVARY,2
BUHIMBA-vs-CALVARY,Saidi Sukuru,Christopher Agotre,60,no,2,60,0,CALVARY,2
BUHIMBA-vs-CALVARY,Derick Byabacwezi,Anwaru Mustafa Ntege,69,no,2,69,0,BUHIMBA,2
BUHIMBA-vs-CALVARY,Shafic Kiryowa,John Wesley Kisakye,69,no,2,69,0,BUHIMBA,2
BUHIMBA-vs-CALVARY,Mubaraka Mitala,Junior Emmanuel Ojok,70,no,2,70,0,CALVARY,2
BUHIMBA-vs-CALVARY,John Bosco Sempijja,Swadik Moro,78,no,2,78,0,BUHIMBA,2
BUHIMBA-vs-CALVARY,Mpuna Emmanuel Biseki,Edson Agondeze,91,yes,2,90,1,BUHIMBA,2
MBARARA-vs-UPDF,Thomas Kakaire,Gadaffi Kacancu,60,no,2,60,0,MBARARA,2
MBARARA-vs-UPDF,Nasur Almahad Sadik,Ambrose Arinda,60,no,2,60,0,MBARARA,2
MBARARA-vs-UPDF,Ronald Edwok,Mike Walaga,75,no,2,75,0,MBARARA,2
MBARARA-vs-UPDF,Sadat Nsubuga,Ian Amanya,75,no,2,75,0,MBARARA,2
MBARARA-vs-UPDF,Clinton Davico Kamugisha,Denis Kaka Omony,80,no,2,80,0,MBARARA,2
MBARARA-vs-UPDF,Aggrey Kiirya,Samson Andrew Kigozi,85,no,2,85,0,UPDF,2
MBARARA-vs-UPDF,Emmanuel Manu Ochen,Rashid Faridi,85,no,2,85,0,UPDF,2
KCCA-vs-VILLA,Frank Ssebufu,Charles Lwanga,60,no,2,60,0,Villa,2
KCCA-vs-VILLA,Reagan Mpande,Hassan Mubiru,60,no,2,60,0,Villa,2
KCCA-vs-VILLA,Alex Yiga,Ashraf Mugume,67,no,2,67,0,KCCA,2
KCCA-vs-VILLA,Sharifu Ssengendo,Enock Walusimbi,67,no,2,67,0,KCCA,2
KCCA-vs-VILLA,Patrick Jonah Kakande,Ibrahim Kasinde,80,no,2,80,0,Villa,2
KCCA-vs-VILLA,Elivis Ngonde,Aslam Ssemakula,80,no,2,80,0,Villa,2
KCCA-vs-VILLA,Umar Lutalo,Shafik Nana Kwikiriza,84,no,2,84,0,KCCA,2
KCCA-vs-VILLA,Emmanuel Anyama,Ivan Ahimbisibwe,84,no,2,84,0,KCCA,2
KCCA-vs-VILLA,Andrew Otim,Geoffrey Lubanga Kene,91,yes,2,90,1,Villa,2
KCCA-vs-VILLA,Peter Magambo,Saidi Mayanja,91,yes,2,90,1,KCCA,2
MBARARA-vs-BUL,Isaac Wagoina,Jeromy Kirya,43,no,1,43,0,BUL,3
MBARARA-vs-BUL,Sadat Nsubuga,Nasur Almahad Sadik,57,no,2,57,0,MBARARA,3
MBARARA-vs-BUL,LWENDA SOWEDI,SWABIR MPASA,62,no,2,62,0,BUL,3
MBARARA-vs-BUL,Reagan Kalyowa,Martin Aprem,62,no,2,62,0,BUL,3
MBARARA-vs-BUL,Thomas Kakaire,Ian Amanya,70,no,2,70,0,MBARARA,3
MBARARA-vs-BUL,Gabriel Eragu,Latif Ssenkubuge,70,no,2,70,0,MBARARA,3
MBARARA-vs-BUL,ALEX KITATA,Denis Ssewagudde,84,no,2,84,0,BUL,3
MBARARA-vs-BUL,Clinton Davico Kamugisha,Henry Kitegenyi,90,no,2,90,0,MBARARA,3
MBARARA-vs-BUL,Mike Walaga,Denis Kaka Omony,90,no,2,90,0,MBARARA,3
URA-vs-EXPRESS,ISA GLORY KISUULE,Peter Onzima,25,no,1,25,0,EXPRESS,3
URA-vs-EXPRESS,Muhamed Kagawa Ssenoga,Mikidadi Ssenyonga,46,no,2,46,0,EXPRESS,3
URA-vs-EXPRESS,Godfrey Sekibengo,Laban Tibiita,50,no,2,50,0,URA,3
URA-vs-EXPRESS,ALLI ISMAEL,Abdulahi Rashid,60,no,2,60,0,EXPRESS,3
URA-vs-EXPRESS,Living Kabon,Norman Namanya,75,no,2,75,0,URA,3
URA-vs-EXPRESS,OLOYA MOSES,Henry Wamala,78,no,2,78,0,EXPRESS,3
URA-vs-EXPRESS,NYARWA BITANYWAINE OLIMI,Joseph Ssemujju,82,no,2,82,0,URA,3
UPDF-vs-MAROONS,Emmanuel Manu Ochen,Samson Andrew Kigozi,1,no,1,1,0,UPDF,3
UPDF-vs-MAROONS,Sulaiman Kibalama,Swaibu Kasujja Kalule,49,no,2,49,0,UPDF,3
UPDF-vs-MAROONS,Abel Michael Eturude,Ivan Mayanja,59,no,2,59,0,MAROONS,3
UPDF-vs-MAROONS,Brian Nkuubi,Emmanuel Obua,59,no,2,59,0,MAROONS,3
UPDF-vs-MAROONS,Mujahid Ogama,Dickson Niwamanya,59,no,2,59,0,MAROONS,3
UPDF-vs-MAROONS,Derick Basoga,Felix Okot,67,no,2,67,0,MAROONS,3
UPDF-vs-MAROONS,Apollo Kagogwe,Deni Rukundo,78,no,2,78,0,MAROONS,3
UPDF-vs-MAROONS,Abbas Luuty Nsubuga,Rashid Faridi,78,no,2,78,0,UPDF,3
UPDF-vs-MAROONS,Brian Kalumba,Joseph Janjali,78,no,2,78,0,UPDF,3
UPDF-vs-MAROONS,Shafic kakande,Aggrey Kiirya,88,no,2,88,0,UPDF,3
VILLA-vs-ENTEBBE,Geofrey Gagganga,Aslam Ssemakula,57,no,2,57,0,Villa,3
VILLA-vs-ENTEBBE,Julius Poloto,John Kokas Alou,57,no,2,57,0,ENTEBBE,3
VILLA-vs-ENTEBBE,Charles Lwanga,Ibrahim Kasinde,69,no,2,69,0,Villa,3
VILLA-vs-ENTEBBE,Issa Bugembe,Junior Samuel Kawawa,71,no,2,71,0,ENTEBBE,3
VILLA-vs-ENTEBBE,Elivis Ngonde,Simon Kato Ssemayange,77,no,2,77,0,Villa,3
VILLA-vs-ENTEBBE,Andrew Otim,Frank Ssebufu,77,no,2,77,0,Villa,3
VILLA-vs-ENTEBBE,Muhammad Kyeyune,Emmanuel Iisat,87,no,2,87,0,ENTEBBE,3
VILLA-vs-ENTEBBE,Noordin Saddic Bunjo,Fazil Tumwine,87,no,2,87,0,ENTEBBE,3
BUHIMBA-vs-KITARA,Jimmy Kalema,John Bosco Byaruhanga,46,no,2,46,0,KITARA,3
BUHIMBA-vs-KITARA,John Wesley kisaakye,Derick Byabacwezi,57,no,2,57,0,BUHIMBA,3
BUHIMBA-vs-KITARA,Wahab Gadafi,Yunusu Sibira,58,no,2,58,0,KITARA,3
BUHIMBA-vs-KITARA,John Bosco Byaruhanga,George Senkaaba,58,no,2,58,0,KITARA,3
BUHIMBA-vs-KITARA,John Bosco Sempijja,Erick Muber,68,no,2,68,0,BUHIMBA,3
BUHIMBA-vs-KITARA,Davis Kakaire,Dudu Ramadhan,68,no,2,68,0,BUHIMBA,3
BUHIMBA-vs-KITARA,Mpuna Emmanuel Biseki,Anwaru Mustafa Ntege,68,no,2,68,0,BUHIMBA,3
BUHIMBA-vs-KITARA,Isaac Amutuhaire,Patrick Henry Kaddu,80,no,2,80,0,KITARA,3
BUHIMBA-vs-KITARA,Shafic Kiryowa,Swadik Moro,83,no,2,83,0,BUHIMBA,3
KCCA-vs-LUGAZI,Sharifu Ssengendo,Ashraf Mugume,60,no,2,60,0,KCCA,3
KCCA-vs-LUGAZI,Alex Yiga,Enock Walusimbi,60,no,2,60,0,KCCA,3
KCCA-vs-LUGAZI,Dauson Mafumu,Derrick Mwanje,77,no,2,77,0,LUGAZI,3
KCCA-vs-LUGAZI,Rogers Mugisha,Saidi Mayanja,81,no,2,81,0,KCCA,3
KCCA-vs-LUGAZI,Lazaro Muhindo,Shafik Nana Kwikiriza,81,no,2,81,0,KCCA,3
KCCA-vs-LUGAZI,Alpha Thierry Ssali,Ivan Ahimbisibwe,91,yes,2,90,1,KCCA,3
NEC-vs-POLICE,Emmanuel Ajo,Ronald Innocent Media,43,no,1,43,0,NEC,3
NEC-vs-POLICE,Allan Mugalu,Emmanuel Kulanga,54,no,2,54,0,NEC,3
NEC-vs-POLICE,Charles Bbaale,Lawrence Tezikya,62,no,2,62,0,POLICE,3
NEC-vs-POLICE,Dennis Kalanzi,Abudshakur Ramsey Jemba,62,no,2,62,0,POLICE,3
NEC-vs-POLICE,Umaru Kasumba,Sizwe Mario Gwebu,71,no,2,71,0,POLICE,3
NEC-vs-POLICE,Rayn Figo Kizito,Saidi Kyeyune,71,no,2,71,0,POLICE,3
NEC-vs-POLICE,Patrick Bayiga,Jacob Okao,77,no,2,77,0,NEC,3
NEC-vs-POLICE,Emmanuel Mugume,Brian James Obedi,84,no,2,84,0,POLICE,3
LUGAZI-vs-URA,Nicholas Kabonge,Laban Tibiita,35,no,1,35,0,URA,4
LUGAZI-vs-URA,Abdul Kalanzi,Adam Muteesasira,46,no,2,46,0,LUGAZI,4
LUGAZI-vs-URA,JOHN INNOCENT KISOLO,George Masembe,66,no,2,66,0,URA,4
LUGAZI-vs-URA,Fred Amaku,Amisi Bwangani,66,no,2,66,0,URA,4
LUGAZI-vs-URA,Abraham Kakensa Tusubira,Joseph Ssemujju,72,no,2,72,0,URA,4
MAROONS-vs-CALVARY,Mujahid Ogama,Emmanuel Obua,29,no,1,29,0,MAROONS,4
MAROONS-vs-CALVARY,Brian Nkuubi,Felix Okot,46,no,2,46,0,MAROONS,4
MAROONS-vs-CALVARY,Eric Otingcwinyu,John Rogers,50,no,2,50,0,CALVARY,4
MAROONS-vs-CALVARY,Allan Kiggundu,Zachous Ocen,64,no,2,64,0,CALVARY,4
MAROONS-vs-CALVARY,Steven Nyalimo,Lawrence Olaboro,64,no,2,64,0,CALVARY,4
MAROONS-vs-CALVARY,Jackson Nunda,Dickson Niwamanya,71,no,2,71,0,MAROONS,4
MAROONS-vs-CALVARY,Ronald Orombi,Norman Borniface Odipio,81,no,2,81,0,MAROONS,4
MAROONS-vs-CALVARY,Abel Michael Eturude,Ivan Mayanja,81,no,2,81,0,MAROONS,4
MAROONS-vs-CALVARY,Mubaraka Mitala,Simon Peter Odeke,81,no,2,81,0,CALVARY,4
BUL-vs-BUHIMBA,Shafic Kiryowa,John Wesley Kisaakye,46,no,2,46,0,BUHIMBA,4
BUL-vs-BUHIMBA,ALEX KITATA,Seiri Arigumaho,60,no,2,60,0,BUL,4
BUL-vs-BUHIMBA,Reagan Kalyowa,Martin Aprem,60,no,2,60,0,BUL,4
BUL-vs-BUHIMBA,Simon Achidi,Denis Ssewagudde,60,no,2,60,0,BUHIMBA,4
BUL-vs-BUHIMBA,John Bosco Sempijja,Edson Agondeze,69,no,2,69,0,BUHIMBA,4
BUL-vs-BUHIMBA,Hussein Mwanje,Erick Muber,69,no,2,69,0,BUHIMBA,4
BUL-vs-BUHIMBA,Derick Byabacwezi,Swadik Moro,69,no,2,69,0,BUHIMBA,4
BUL-vs-BUHIMBA,Isaac Wagoina,Jeromy Kirya,79,no,2,79,0,BUL,4
BUL-vs-BUHIMBA,Isaac Ssenyunja,Ibrahim Mugulusi,79,no,2,79,0,BUL,4
BUL-vs-BUHIMBA,NICHOLAS WAMANI,Dudu Ramadhan,89,no,2,89,0,BUHIMBA,4
EXPRESS-vs-KCCA,Emmanuel Anyama,Ivan Ahimbisibwe,68,no,2,68,0,KCCA,4
EXPRESS-vs-KCCA,ALLI ISMAEL,Abdulahi Rashid,76,no,2,76,0,EXPRESS,4
EXPRESS-vs-KCCA,Mikidadi Ssenyonga,Henry Wamala,76,no,2,76,0,EXPRESS,4
EXPRESS-vs-KCCA,OLOYA MOSES,Lawrence Muwonge Bukenya,81,no,2,81,0,EXPRESS,4
EXPRESS-vs-KCCA,Peter Magambo,Saidi Mayanja,87,no,2,87,0,KCCA,4
EXPRESS-vs-KCCA,Sharifu Ssengendo,Ashraf Mugume,87,no,2,87,0,KCCA,4
KITARA-vs-MBARARA,Mike Walaga,Denis Kaka Omony,27,no,1,27,0,MBARARA,4
KITARA-vs-MBARARA,Gadaffi Kacancu,Ambrose Arinda,46,no,2,46,0,MBARARA,4
KITARA-vs-MBARARA,Yunusu Sibira,Hussein Ssenoga,52,no,2,52,0,KITARA,4
KITARA-vs-MBARARA,Isa Muzeeyi Lumu,Benjamin Nyakoojo,64,no,2,64,0,KITARA,4
KITARA-vs-MBARARA,Wahab Gadafi,Amir Kakomo,64,no,2,64,0,KITARA,4
KITARA-vs-MBARARA,Stuart Hussein Kafuluma,Ian Amanya,64,no,2,64,0,MBARARA,4
KITARA-vs-MBARARA,Thomas Kakaire,Latif Ssenkubuge,64,no,2,64,0,MBARARA,4
KITARA-vs-MBARARA,Isaac Doka Mweru,Frank Tumwesigye,77,no,2,77,0,KITARA,4
KITARA-vs-MBARARA,Eddy Ssebandeke,Emmanuel Alex Wasswa,77,no,2,77,0,KITARA,4
KITARA-vs-MBARARA,Francis Odongo,Henry Kitegenyi,81,no,2,81,0,MBARARA,4
VILLA-VS-POLICE,Abudshakur Ramsey Jemba,Brian James Obedi,44,no,1,44,0,POLICE,4
VILLA-VS-POLICE,Geofrey Gagganga,Ibrahim Kasinde,46,no,2,46,0,Villa,4
VILLA-VS-POLICE,Charles Lwanga,Aslam Ssemakula,46,no,2,46,0,Villa,4
VILLA-VS-POLICE,Sizwe Mario Gwebu,Dennis Kalanzi,58,no,2,58,0,POLICE,4
VILLA-VS-POLICE,Charles Bbaale,Lawrence Tezikya,58,no,2,58,0,POLICE,4
VILLA-VS-POLICE,Elivis Ngonde,Najib Yiga,74,no,2,74,0,Villa,4
VILLA-VS-POLICE,Raymon Barasa Mangoli,Cyrus Kibande,74,no,2,74,0,Villa,4
VILLA-VS-POLICE,Andrew Otim,Reagan Mpande,74,no,2,74,0,Villa,4
VILLA-VS-POLICE,Emmanuel Mugume,Saidi Kyeyune,79,no,2,79,0,POLICE,4
VILLA-VS-POLICE,Umaru Kasumba,Bedia Djuma Ikamba,79,no,2,79,0,POLICE,4
ENTEBBE-vs-NEC,Muhammad Kyeyune,Julius Poloto,35,no,1,35,0,ENTEBBE,4
ENTEBBE-vs-NEC,James Jarieko,CHARLES MOSES WAIBI,54,no,2,54,0,NEC,4
ENTEBBE-vs-NEC,Siraje Ssentamu,Joseph Seremba,54,no,2,54,0,NEC,4
ENTEBBE-vs-NEC,Allan Mugalu,Emmanuel Kulanga,54,no,2,54,0,NEC,4
ENTEBBE-vs-NEC,Emmanuel lisat,Hassan Ssenyonjo,64,no,2,64,0,ENTEBBE,4
ENTEBBE-vs-NEC,Hudson Mbalire,Dhata Joseph Stephen Lujang,67,no,2,67,0,NEC,4
ENTEBBE-vs-NEC,Paul Mucureezi,Shamiru Kimwero,67,no,2,67,0,NEC,4
ENTEBBE-vs-NEC,Ambrose Kigozi,Fazil Tumwine,81,no,2,81,0,ENTEBBE,4
POLICE-vs-MAROONS,Jackson Nunda,Dickson Niwamanya,33,no,1,33,0,MAROONS,5
POLICE-vs-MAROONS,Emmanuel Mugume,Abudshakur Ramsey Jemba,49,no,2,49,0,POLICE,5
POLICE-vs-MAROONS,Ivan Eyamu,Sizwe Mario Gwebu,49,no,2,49,0,POLICE,5
POLICE-vs-MAROONS,Emmanuel Obua,Rogers Kiwanuka,67,no,2,67,0,MAROONS,5
POLICE-vs-MAROONS,Ivan Mayanja,Abel Michael Eturude,69,no,2,69,0,MAROONS,5
POLICE-vs-MAROONS,Derrick Maviiri,Lawrence Tezikya,71,no,2,71,0,POLICE,5
POLICE-vs-MAROONS,Samuel Kayongo,Dennis Kalanzi,71,no,2,71,0,POLICE,5
POLICE-vs-MAROONS,Ivan Asaba,Apollo Kagogwe,80,no,2,80,0,MAROONS,5
URA-vs-UPDF,Living Kabon,Amisi Bwangani,65,no,2,65,0,URA,5
URA-vs-UPDF,Norman Namanya,Nicholas Kabonge,65,no,2,65,0,URA,5
URA-vs-UPDF,JOHN INNOCENT KISOLO,George Masembe,65,no,2,65,0,URA,5
URA-vs-UPDF,Emmanuel Manu Ochen,Rashid Faridi,71,no,2,71,0,UPDF,5
URA-vs-UPDF,Asaph Ssegujja,Joseph Janjali,71,no,2,71,0,UPDF,5
URA-vs-UPDF,Fred Amaku,Nelson Senkatuka,82,no,2,82,0,URA,5
URA-vs-UPDF,Laban Tibiita,Joseph Ssemujju,82,no,2,82,0,URA,5
URA-vs-UPDF,Shafic kakande,Samson Andrew Kigozi,87,no,2,87,0,UPDF,5
URA-vs-UPDF,Enrique Lubwama,IBRAHIM MAKUMBI,87,no,2,87,0,UPDF,5
URA-vs-UPDF,Brian Kalumba,FRANK GLADISON MUGISA,87,no,2,87,0,UPDF,5
KITARA-vs-LUGAZI,Frank Tumwesigye,Amir Kakomo,28,no,1,28,0,KITARA,5
KITARA-vs-LUGAZI,Birungi Alvin Twiine,Dauson Mafumu,39,no,1,39,0,LUGAZI,5
KITARA-vs-LUGAZI,Yunusu Sibira,Emmanuel Alex Wasswa,46,no,2,46,0,KITARA,5
KITARA-vs-LUGAZI,Joseph Othieno,Ayiko Richard,49,no,2,49,0,LUGAZI,5
KITARA-vs-LUGAZI,Wahab Gadafi,Hussein Ssenoga,64,no,2,64,0,KITARA,5
KITARA-vs-LUGAZI,Eddy Ssebandeke,Patrick Henry Kaddu,64,no,2,64,0,KITARA,5
KITARA-vs-LUGAZI,Ashiraf Mulindi,Freedom Mungudit,69,no,2,69,0,LUGAZI,5
KITARA-vs-LUGAZI,Adam Muteesasira,Amos Etoju,69,no,2,69,0,LUGAZI,5
KITARA-vs-LUGAZI,Juma Ssajjabi,Abdul Kalanzi,69,no,2,69,0,LUGAZI,5
KITARA-vs-LUGAZI,John Bosco Byaruhanga,Jimmy Kalema,78,no,2,78,0,KITARA,5
BUL-vs-EXPRESS,Elvis Ssekajjugo,Abdulahi Rashid,34,no,1,34,0,EXPRESS,5
BUL-vs-EXPRESS,Seiri Arigumaho,Abdul Karim Ndugwa,57,no,2,57,0,BUL,5
BUL-vs-EXPRESS,ISAAC SSENYUNJA,Martin Aprem,57,no,2,57,0,BUL,5
BUL-vs-EXPRESS,Habert Asiimwe,Henry Wamala,58,no,2,58,0,EXPRESS,5
BUL-vs-EXPRESS,ALEX KITATA,Denis Ssewagudde,73,no,2,73,0,BUL,5
BUL-vs-EXPRESS,Isaac Musiima,Jeromy Kirya,73,no,2,73,0,BUL,5
BUL-vs-EXPRESS,OLOYA MOSES,Muhamed Kagawa Ssenoga,83,no,2,83,0,EXPRESS,5
